time_millis;latitude;longitude;altitude;accuracy;speed;bearing;provider
1679442358529;10.8737845;106.807868;31.354347499035818;8.0;5.452357;123.043625;fused
1679442358883;10.8737617;106.8078593;31.0;7.637;4.752399;125.11554;fused
1679442359922;10.8737422;106.807869;31.0;6.982;4.172729;127.80139;fused
1679442360882;10.8737187;106.8078878;31.0;6.701;4.0305157;129.19772;fused
1679442361911;10.873695;106.8079051;31.0;6.491;3.8978727;136.97388;fused
1679442362919;10.8736643;106.8079262;31.0;6.242;4.0943103;139.39717;fused
1679442363908;10.8736265;106.8079553;31.0;6.0;4.7919474;140.81609;fused
1679442364953;10.8735817;106.8079899;31.0;6.0;5.3209114;142.7587;fused
1679442365926;10.8735306;106.8080269;31.69999885559082;6.328;5.19311;143.92728;fused
1679442366948;10.8734843;106.8080584;31.69999885559082;6.36;4.833877;146.1262;fused
1679442368156;10.8734385;106.8080873;31.69999885559082;7.253;4.8289223;144.33847;fused
1679442369272;10.8733846;106.8081105;31.69999885559082;7.951;5.0018206;148.37231;fused
1679442370927;10.87329;106.8081033;31.69999885559082;7.658;5.0341473;191.57243;fused
1679442371921;10.8732351;106.8080833;31.69999885559082;7.658;5.7418323;204.94046;fused
1679442372935;10.8731764;106.8080471;31.69999885559082;7.631;6.7712026;212.77553;fused
1679442373931;10.8731171;106.8080054;31.69999885559082;6.644;7.0217166;213.77615;fused
1679442374928;10.8730587;106.8079623;31.69999885559082;6.0;6.9776382;213.98203;fused
1679442375913;10.8730009;106.8079194;31.69999885559082;6.0;7.326264;214.96167;fused
1679442376933;10.872939;106.8078739;31.69999885559082;6.0;7.8848634;215.01466;fused
1679442377945;10.8728743;106.8078271;31.69999885559082;6.0;8.171007;215.01106;fused
1679442378927;10.8728088;106.8077787;31.69999885559082;6.0;8.491685;214.1737;fused
1679442379932;10.8727414;106.8077288;31.69999885559082;6.0;8.560427;214.00734;fused
1679442380928;10.8726727;106.8076743;31.69999885559082;6.0;8.586293;214.0001;fused
1679442381939;10.8726045;106.8076199;31.69999885559082;6.0;8.729894;213.99931;fused
1679442382927;10.8725384;106.8075707;31.69999885559082;6.333;8.765191;214.00012;fused
1679442383948;10.8724703;106.8075205;31.69999885559082;6.8;8.873579;214.00006;fused
1679442384922;10.872403;106.8074724;31.69999885559082;7.0;8.826673;214.00003;fused
1679442385928;10.8723344;106.8074236;31.69999885559082;7.333;9.144777;214.9982;fused
1679442386937;10.8722641;106.807372;31.69999885559082;7.666;9.593831;215.00052;fused
1679442387924;10.8721924;106.8073193;31.69999885559082;8.0;9.881888;214.99986;fused
1679442388927;10.8721198;106.8072656;31.69999885559082;8.0;10.259086;214.99992;fused
1679442389928;10.8720445;106.8072107;31.69999885559082;8.0;10.362244;215.0;fused
1679442390909;10.8719693;106.8071542;31.69999885559082;7.666;10.391715;215.0;fused
1679442391922;10.8718927;106.8070993;31.69999885559082;7.2;10.362094;215.99504;fused
1679442392935;10.8718168;106.8070418;31.69999885559082;6.8;10.434817;215.99998;fused
1679442393934;10.8717384;106.806984;31.69999885559082;6.4;10.328811;216.00035;fused
1679442394944;10.871661;106.8069284;31.69999885559082;6.4;10.525372;216.00035;fused
1679442395921;10.8715821;106.8068735;31.69999885559082;6.8;10.672653;215.00182;fused
1679442396925;10.8715006;106.8068187;31.69999885559082;7.2;10.66457;215.0;fused
1679442397928;10.8714215;106.8067647;31.69999885559082;7.333;10.953141;214.99998;fused
1679442398947;10.8713384;106.8067059;31.69999885559082;8.0;10.933415;214.99997;fused
1679442399949;10.8712561;106.8066488;31.69999885559082;8.0;11.159176;214.00107;fused
1679442400919;10.8711734;106.8065929;31.69999885559082;7.6;11.162847;213.99994;fused
1679442401938;10.8710889;106.8065334;31.69999885559082;7.333;11.192037;214.98878;fused
1679442402933;10.871006;106.8064744;31.69999885559082;6.8;11.069243;215.00024;fused
1679442403929;10.8709233;106.8064149;31.69999885559082;6.666;11.273664;214.00246;fused
1679442404913;10.8708382;106.8063544;31.69999885559082;6.333;11.545104;213.00938;fused
1679442405918;10.8707491;106.8062931;31.69999885559082;6.0;11.845483;212.99866;fused
1679442406923;10.8706588;106.806228;31.69999885559082;6.0;12.120172;213.99835;fused
1679442407927;10.87057;106.8061619;31.69999885559082;6.333;12.368947;214.99834;fused
1679442408941;10.8704783;106.8060923;31.69999885559082;6.8;12.488711;214.99979;fused
1679442409926;10.8703876;106.8060224;31.69999885559082;7.0;12.833812;215.96727;fused
1679442410940;10.8702926;106.8059485;31.69999885559082;7.6;12.973705;215.99991;fused
1679442411900;10.8702006;106.8058739;31.69999885559082;7.333;13.009786;218.99603;fused
1679442412910;10.8701108;106.8057959;31.69999885559082;7.333;13.034347;218.99994;fused
1679442413940;10.8700191;106.8057207;31.69999885559082;6.8;12.854523;219.00018;fused
1679442414899;10.8699316;106.8056475;31.69999885559082;6.666;12.846538;219.99867;fused
1679442415908;10.8698434;106.8055719;31.0;6.333;12.963507;219.99988;fused
1679442416888;10.8697558;106.8054957;31.0;6.0;13.103016;219.99986;fused
1679442417907;10.8696665;106.8054163;31.0;6.0;13.016324;220.9985;fused
1679442418892;10.8695796;106.8053372;31.0;6.0;12.798611;221.99394;fused
1679442419900;10.8694941;106.8052576;29.399999618530273;6.0;12.755785;222.0;fused
1679442420896;10.8694129;106.8051774;29.399999618530273;6.0;12.657142;222.99884;fused
